Name of the Dish,Step 1,Step 2,Step 3,Step 4,Step 5,Step 6
Protein Southwest Scramble,"PREP: Dice the tomato, chop the red pepper, onion, and turkey sausage.","In a large pan, drizzle onions and peppers with olive oil and saute.","When the onions are clear and peppers are tender, season with salt and pepper.","Add chopped turkey sausage, and saute until sausage is golden brown.","Lower heat, add egg whites, and scramble.","When eggs are almost done, add in tomato and spinach, mix around, and then serve. If your diet allows it, enjoy with a piece of whole grain toast for a complete and nutritious meal! (source: bodybuilding.com)"
